Date,Day_of_Week,Hour,Department,Staff_Count,Num_Patients,Average_Wait_Time,Emergency_Load,Label
2025-05-15,Sunday,8,Cardiology,7,19,38,No,Medium
2025-10-13,Sunday,4,Pediatrics,8,8,23,Yes,Low
2025-02-02,Saturday,13,Pediatrics,10,23,45,Yes,High
2025-04-14,Sunday,6,Cardiology,8,5,17,No,Low
2025-02-07,Friday,14,Pediatrics,4,15,34,Yes,Medium
2025-02-20,Sunday,9,Emergency,7,30,55,Yes,High
2025-07-03,Friday,1,Cardiology,15,0,8,No,Low
2025-07-15,Sunday,21,Surgery,8,13,26,No,Medium
2025-09-11,Friday,15,Emergency,3,27,53,Yes,High
2025-09-07,Saturday,12,Surgery,14,10,21,Yes,Medium
2025-04-03,Friday,15,Radiology,8,22,42,Yes,High
2025-09-28,Monday,16,Emergency,10,35,57,Yes,High
2025-01-26,Friday,4,Emergency,4,23,44,Yes,High
2025-07-10,Monday,3,Radiology,6,5,21,Yes,Low
2025-02-04,Monday,17,Pediatrics,4,24,41,No,High
2025-01-15,Monday,4,Radiology,3,11,30,Yes,Medium
2025-02-01,Thursday,17,Cardiology,14,19,43,Yes,Medium
2025-03-26,Tuesday,8,Radiology,9,9,20,No,Low
2025-06-11,Tuesday,6,Pediatrics,7,13,21,Yes,Medium
2025-04-19,Sunday,21,Pediatrics,3,24,40,No,High
2025-08-18,Friday,18,Emergency,11,44,74,Yes,High
2025-09-29,Tuesday,14,Pediatrics,9,20,43,No,High
2025-02-28,Thursday,18,Radiology,10,19,38,No,Medium
2025-05-13,Friday,2,Cardiology,7,6,24,No,Low
2025-08-12,Wednesday,3,Cardiology,4,16,28,Yes,Medium
2025-05-29,Monday,22,Pediatrics,14,15,29,Yes,Medium
2025-09-27,Friday,18,Pediatrics,13,15,37,No,Medium
2025-01-08,Wednesday,3,Surgery,10,12,17,Yes,Medium
2025-06-12,Friday,7,Radiology,10,11,26,Yes,Medium
2025-04-05,Saturday,23,Surgery,12,17,41,Yes,Medium
2025-07-08,Thursday,3,Emergency,12,26,50,Yes,High
2025-06-05,Sunday,14,Surgery,3,9,21,Yes,Low
2025-03-25,Monday,21,Radiology,11,10,16,No,Medium
2025-09-09,Wednesday,18,Emergency,9,30,54,Yes,High
2025-06-20,Tuesday,22,Radiology,13,20,42,No,High
2025-03-15,Friday,5,Emergency,3,29,51,Yes,High
2025-07-08,Monday,18,Surgery,5,17,27,No,Medium
2025-09-28,Saturday,21,Cardiology,9,16,28,Yes,Medium
2025-06-18,Saturday,8,Emergency,9,35,64,Yes,High
2025-06-16,Saturday,14,Cardiology,10,27,52,No,High
2025-01-29,Monday,14,Cardiology,11,7,19,Yes,Low
2025-10-06,Sunday,12,Emergency,9,32,68,Yes,High
2025-08-19,Monday,5,Surgery,10,8,23,No,Low
2025-06-28,Sunday,17,Emergency,13,29,62,Yes,High
2025-06-18,Thursday,8,Pediatrics,10,18,36,No,Medium
2025-05-14,Saturday,13,Surgery,6,19,35,No,Medium
2025-10-03,Wednesday,7,Cardiology,4,15,28,No,Medium
2025-05-16,Monday,19,Radiology,8,17,37,No,Medium
2025-05-24,Monday,2,Emergency,15,34,45,Yes,High
2025-09-14,Monday,9,Surgery,8,16,37,Yes,Medium
2025-01-19,Tuesday,16,Surgery,11,8,19,Yes,Low
2025-02-20,Friday,13,Surgery,15,19,37,Yes,Medium
2025-06-10,Tuesday,12,Radiology,10,13,25,Yes,Medium
2025-01-27,Thursday,0,Emergency,14,17,49,No,Medium
2025-09-06,Thursday,2,Emergency,14,29,57,Yes,High
2025-02-01,Saturday,16,Emergency,12,33,53,Yes,High
2025-08-31,Wednesday,10,Surgery,10,15,32,Yes,Medium
2025-09-11,Tuesday,2,Surgery,13,9,26,Yes,Low
2025-03-22,Friday,3,Surgery,15,8,21,Yes,Low
2025-04-16,Thursday,17,Pediatrics,3,17,32,No,Medium
2025-07-26,Tuesday,13,Emergency,15,33,50,Yes,High
2025-04-07,Wednesday,14,Emergency,8,41,57,Yes,High
2025-03-25,Friday,20,Radiology,4,9,32,No,Low
2025-08-13,Tuesday,3,Radiology,3,17,39,Yes,Medium
2025-09-12,Saturday,6,Radiology,15,5,23,No,Low
2025-10-09,Tuesday,19,Cardiology,8,13,28,No,Medium
2025-02-12,Tuesday,14,Cardiology,13,19,45,No,Medium
2025-03-31,Friday,7,Surgery,10,4,16,Yes,Low
2025-04-28,Thursday,19,Cardiology,3,20,44,Yes,High
2025-05-16,Friday,16,Pediatrics,11,15,23,Yes,Medium
2025-09-23,Friday,19,Cardiology,5,23,46,Yes,High
2025-07-24,Saturday,12,Radiology,15,8,20,Yes,Low
2025-01-16,Sunday,14,Emergency,3,34,51,Yes,High
2025-04-02,Saturday,2,Surgery,7,5,19,Yes,Low
2025-03-17,Friday,22,Surgery,11,21,42,Yes,High
2025-08-19,Sunday,1,Pediatrics,5,7,13,No,Low
2025-07-16,Thursday,21,Surgery,7,17,40,No,Medium
2025-10-01,Monday,4,Pediatrics,12,6,19,Yes,Low
2025-02-14,Tuesday,15,Cardiology,4,24,48,Yes,High
2025-03-28,Wednesday,2,Pediatrics,7,9,26,No,Low
2025-03-11,Monday,23,Pediatrics,6,13,25,No,Medium
2025-04-08,Thursday,12,Radiology,10,16,29,Yes,Medium
2025-01-31,Sunday,21,Radiology,13,2,12,Yes,Low
2025-02-11,Thursday,7,Emergency,10,33,69,Yes,High
2025-06-29,Saturday,17,Pediatrics,5,14,39,Yes,Medium
2025-02-10,Tuesday,9,Emergency,5,30,47,Yes,High
2025-10-13,Friday,10,Surgery,10,11,18,No,Medium
2025-09-30,Monday,19,Surgery,12,14,31,No,Medium
2025-07-03,Tuesday,17,Radiology,3,16,33,No,Medium
2025-04-13,Sunday,21,Radiology,14,12,26,No,Medium
2025-10-04,Thursday,10,Cardiology,11,12,30,Yes,Medium
2025-09-02,Thursday,23,Emergency,7,35,63,Yes,High
2025-02-04,Wednesday,0,Surgery,13,0,5,Yes,Low
2025-04-14,Sunday,10,Cardiology,13,19,37,Yes,Medium
2025-08-18,Saturday,7,Emergency,15,25,45,Yes,High
2025-09-10,Wednesday,19,Surgery,6,18,32,No,Medium
2025-08-18,Friday,6,Emergency,4,36,61,Yes,High
2025-02-01,Friday,2,Surgery,12,0,25,Yes,Low
2025-06-15,Thursday,3,Emergency,15,19,36,No,Medium
2025-05-31,Saturday,17,Pediatrics,13,22,36,No,High
2025-06-12,Thursday,16,Radiology,7,21,38,No,High
2025-01-18,Wednesday,10,Emergency,7,33,56,Yes,High
2025-06-12,Saturday,2,Pediatrics,3,6,13,No,Low
2025-09-06,Monday,7,Surgery,4,9,20,Yes,Low
2025-09-24,Saturday,9,Surgery,8,17,35,Yes,Medium
2025-03-29,Sunday,20,Emergency,14,35,58,Yes,High
2025-02-15,Saturday,13,Emergency,3,22,51,Yes,High
2025-02-13,Monday,21,Cardiology,14,18,38,No,Medium
2025-05-19,Thursday,13,Radiology,10,16,24,Yes,Medium
2025-03-01,Thursday,22,Pediatrics,12,24,49,Yes,High
2025-07-22,Friday,14,Pediatrics,8,10,20,Yes,Medium
2025-05-09,Sunday,4,Cardiology,6,0,7,No,Low
2025-04-19,Sunday,13,Radiology,15,9,21,Yes,Low
2025-09-03,Thursday,0,Surgery,12,0,8,No,Low
2025-02-07,Monday,13,Cardiology,11,17,37,No,Medium
2025-09-26,Saturday,7,Surgery,5,7,19,No,Low
2025-04-05,Tuesday,3,Cardiology,5,11,24,Yes,Medium
2025-04-01,Saturday,8,Radiology,11,2,15,No,Low
2025-04-11,Sunday,10,Radiology,3,8,28,No,Low
2025-10-11,Wednesday,4,Surgery,11,12,24,No,Medium
2025-05-06,Saturday,13,Radiology,6,11,24,Yes,Medium
2025-07-09,Thursday,4,Pediatrics,11,11,31,Yes,Medium
2025-06-30,Thursday,4,Emergency,4,25,43,Yes,High
2025-08-21,Monday,5,Cardiology,10,22,41,Yes,High
2025-05-16,Saturday,9,Pediatrics,12,8,28,Yes,Low
2025-06-21,Thursday,18,Emergency,3,40,64,Yes,High
2025-08-29,Wednesday,0,Surgery,14,5,18,No,Low
2025-07-19,Monday,14,Emergency,5,34,60,Yes,High
2025-06-25,Friday,13,Cardiology,4,9,24,No,Low
2025-09-04,Saturday,0,Emergency,11,31,42,Yes,High
2025-03-28,Thursday,17,Surgery,11,15,25,No,Medium
2025-09-28,Thursday,2,Cardiology,5,11,23,Yes,Medium
2025-04-21,Thursday,4,Emergency,3,32,58,Yes,High
2025-08-12,Tuesday,1,Cardiology,6,9,20,Yes,Low
2025-08-15,Friday,23,Cardiology,12,12,23,No,Medium
2025-01-24,Saturday,21,Cardiology,11,19,33,No,Medium
2025-04-09,Wednesday,1,Cardiology,14,8,22,Yes,Low
2025-02-16,Thursday,4,Radiology,6,10,25,No,Medium
2025-02-15,Thursday,0,Cardiology,8,12,37,No,Medium
2025-08-18,Friday,7,Cardiology,7,17,32,Yes,Medium
2025-01-05,Thursday,0,Emergency,14,20,41,No,High
2025-06-01,Thursday,15,Pediatrics,11,17,34,No,Medium
2025-02-09,Saturday,8,Radiology,4,17,38,No,Medium
2025-03-24,Friday,12,Radiology,8,19,40,Yes,Medium
2025-05-27,Friday,13,Radiology,5,9,17,Yes,Low
2025-02-14,Saturday,22,Cardiology,3,21,42,No,High
2025-01-13,Sunday,1,Cardiology,12,6,28,Yes,Low
2025-05-16,Monday,8,Cardiology,15,17,39,Yes,Medium
2025-08-16,Monday,18,Radiology,6,10,32,No,Medium
2025-09-17,Wednesday,10,Cardiology,5,18,35,Yes,Medium
2025-06-11,Monday,3,Emergency,8,22,51,Yes,High
2025-10-02,Thursday,2,Pediatrics,5,17,41,No,Medium
2025-09-03,Tuesday,8,Radiology,14,15,34,Yes,Medium
2025-07-25,Saturday,1,Surgery,10,0,15,No,Low
2025-07-29,Sunday,23,Surgery,11,16,41,No,Medium
2025-10-07,Tuesday,20,Surgery,10,15,31,No,Medium
2025-02-16,Monday,9,Emergency,8,29,52,Yes,High
2025-06-09,Friday,5,Surgery,8,3,18,Yes,Low
2025-01-01,Monday,13,Emergency,5,35,70,Yes,High
2025-04-25,Tuesday,9,Cardiology,9,17,37,No,Medium
2025-03-25,Friday,0,Emergency,7,22,43,Yes,High
2025-01-20,Tuesday,1,Cardiology,5,8,12,No,Low
2025-09-10,Sunday,5,Radiology,8,9,17,No,Low
2025-03-12,Thursday,8,Emergency,7,30,55,Yes,High
2025-08-15,Wednesday,5,Cardiology,13,6,16,No,Low
2025-10-11,Tuesday,20,Emergency,11,30,55,Yes,High
2025-04-29,Friday,12,Emergency,13,34,67,Yes,High
2025-09-15,Friday,16,Cardiology,3,24,46,No,High
2025-04-06,Thursday,2,Radiology,5,10,19,No,Medium
2025-02-06,Friday,15,Emergency,15,26,57,Yes,High
2025-08-15,Tuesday,11,Surgery,11,9,30,No,Low
2025-03-12,Monday,8,Pediatrics,6,24,41,Yes,High
2025-04-30,Monday,6,Cardiology,10,0,7,Yes,Low
2025-03-14,Thursday,15,Surgery,9,9,27,Yes,Low
2025-07-25,Saturday,11,Pediatrics,3,26,50,No,High
2025-08-03,Monday,6,Radiology,12,7,17,No,Low
2025-03-31,Friday,23,Emergency,14,43,76,Yes,High
2025-03-11,Tuesday,5,Surgery,13,13,28,No,Medium
2025-05-06,Saturday,1,Radiology,12,7,17,No,Low
2025-02-13,Wednesday,19,Radiology,10,23,47,No,High
2025-06-14,Saturday,23,Surgery,7,20,38,No,High
2025-06-08,Tuesday,9,Emergency,3,36,67,Yes,High
2025-09-12,Sunday,0,Cardiology,7,17,31,No,Medium
2025-08-04,Friday,12,Pediatrics,12,14,34,No,Medium
2025-07-15,Tuesday,9,Surgery,13,13,30,No,Medium
2025-09-28,Wednesday,11,Surgery,12,0,5,Yes,Low
2025-08-09,Saturday,7,Pediatrics,4,21,40,No,High
2025-01-26,Tuesday,13,Emergency,8,33,66,Yes,High
2025-05-18,Sunday,11,Emergency,4,33,57,Yes,High
2025-07-24,Tuesday,22,Cardiology,9,21,41,Yes,High
2025-09-21,Saturday,12,Emergency,11,24,45,Yes,High
2025-03-27,Sunday,9,Pediatrics,10,10,25,No,Medium
2025-03-19,Sunday,10,Cardiology,3,18,32,No,Medium
2025-05-18,Wednesday,1,Pediatrics,7,16,44,No,Medium
2025-07-20,Wednesday,14,Radiology,12,10,22,No,Medium
2025-10-03,Friday,20,Emergency,12,27,51,Yes,High
2025-06-16,Tuesday,22,Cardiology,8,22,36,Yes,High
2025-02-25,Saturday,0,Radiology,13,11,23,No,Medium
2025-07-12,Monday,16,Emergency,4,37,66,Yes,High
2025-03-19,Friday,14,Emergency,7,43,68,Yes,High
2025-02-24,Friday,9,Surgery,9,1,7,Yes,Low
2025-03-15,Sunday,7,Cardiology,6,6,19,Yes,Low
2025-08-20,Monday,14,Cardiology,8,16,37,No,Medium
2025-04-26,Wednesday,12,Surgery,11,8,18,No,Low
2025-07-23,Tuesday,1,Cardiology,11,18,37,Yes,Medium
2025-05-02,Monday,14,Cardiology,10,18,46,Yes,Medium
2025-01-08,Friday,7,Pediatrics,8,9,25,No,Low
2025-06-06,Wednesday,17,Radiology,11,19,37,Yes,Medium
2025-06-17,Tuesday,6,Surgery,14,9,31,Yes,Low
2025-07-21,Saturday,8,Pediatrics,3,9,28,No,Low
2025-03-08,Saturday,13,Radiology,9,6,10,No,Low
2025-07-24,Tuesday,4,Radiology,10,6,23,Yes,Low
2025-01-01,Thursday,21,Emergency,9,32,51,Yes,High
2025-06-30,Wednesday,0,Radiology,7,4,13,Yes,Low
2025-08-09,Sunday,20,Radiology,10,20,40,No,High
2025-07-07,Friday,4,Cardiology,3,10,18,Yes,Medium
2025-04-01,Thursday,17,Cardiology,6,17,38,No,Medium
2025-02-27,Wednesday,7,Radiology,15,13,29,Yes,Medium
2025-04-07,Saturday,9,Radiology,5,10,22,Yes,Medium
2025-03-30,Saturday,8,Cardiology,9,14,26,No,Medium
2025-04-02,Wednesday,14,Cardiology,12,29,52,Yes,High
2025-02-24,Sunday,14,Radiology,15,7,21,Yes,Low
2025-06-05,Thursday,0,Radiology,5,10,19,No,Medium
2025-10-01,Wednesday,11,Pediatrics,13,18,38,No,Medium
2025-06-05,Tuesday,20,Radiology,6,14,22,No,Medium
2025-08-10,Thursday,21,Pediatrics,6,12,26,No,Medium
2025-03-27,Wednesday,7,Pediatrics,14,4,16,Yes,Low
2025-06-28,Thursday,18,Cardiology,6,19,34,Yes,Medium
2025-01-07,Wednesday,5,Cardiology,9,11,38,Yes,Medium
2025-01-04,Saturday,6,Pediatrics,10,13,32,Yes,Medium
2025-07-22,Friday,23,Cardiology,4,20,32,No,High
2025-09-14,Wednesday,9,Cardiology,14,15,24,Yes,Medium
2025-01-04,Monday,4,Pediatrics,11,8,23,No,Low
2025-10-07,Wednesday,15,Surgery,5,19,45,Yes,Medium
2025-10-12,Tuesday,3,Surgery,14,0,10,Yes,Low
2025-09-25,Wednesday,21,Emergency,12,34,60,Yes,High
2025-04-13,Thursday,7,Cardiology,12,21,39,No,High
2025-06-16,Friday,1,Pediatrics,12,17,34,Yes,Medium
2025-05-23,Friday,18,Pediatrics,14,10,20,Yes,Medium
2025-09-26,Sunday,8,Pediatrics,6,27,43,Yes,High
2025-06-16,Wednesday,0,Surgery,4,6,23,Yes,Low
2025-06-02,Sunday,0,Cardiology,11,7,17,No,Low
2025-04-02,Wednesday,9,Cardiology,15,20,41,Yes,High
2025-05-09,Wednesday,19,Cardiology,10,19,44,Yes,Medium
2025-08-28,Monday,4,Surgery,4,10,23,No,Medium
2025-05-15,Thursday,9,Radiology,3,7,25,No,Low
2025-04-03,Friday,3,Cardiology,13,7,14,No,Low
2025-07-31,Wednesday,4,Cardiology,13,15,37,No,Medium
2025-08-11,Sunday,22,Radiology,6,11,25,No,Medium
2025-02-18,Wednesday,20,Emergency,8,35,65,Yes,High
2025-01-09,Wednesday,13,Radiology,4,5,14,Yes,Low
2025-07-21,Sunday,22,Radiology,3,16,31,No,Medium
2025-06-30,Monday,10,Radiology,15,11,21,Yes,Medium
2025-09-15,Monday,16,Surgery,8,28,55,Yes,High
2025-04-16,Saturday,16,Cardiology,13,14,28,No,Medium
2025-10-05,Monday,3,Surgery,7,16,38,Yes,Medium
2025-08-08,Thursday,1,Pediatrics,6,17,34,Yes,Medium
2025-03-14,Tuesday,6,Radiology,11,16,26,Yes,Medium
2025-03-27,Friday,20,Radiology,4,8,21,Yes,Low
2025-04-06,Friday,0,Radiology,10,0,6,Yes,Low
2025-05-06,Thursday,5,Emergency,6,22,41,Yes,High
2025-10-01,Monday,16,Cardiology,12,11,30,No,Medium
2025-07-20,Thursday,11,Pediatrics,10,11,23,No,Medium
2025-05-18,Thursday,15,Pediatrics,14,16,36,Yes,Medium
2025-06-27,Sunday,1,Cardiology,3,15,28,Yes,Medium
2025-06-24,Friday,17,Surgery,3,11,25,No,Medium
2025-09-16,Friday,11,Radiology,13,7,19,Yes,Low
2025-10-10,Saturday,10,Radiology,9,2,18,No,Low
2025-02-23,Saturday,7,Radiology,8,2,10,No,Low
2025-05-16,Tuesday,19,Radiology,14,19,39,No,Medium
2025-01-12,Monday,23,Cardiology,15,20,41,No,High
2025-06-03,Sunday,19,Cardiology,14,17,36,Yes,Medium
2025-06-25,Saturday,1,Surgery,14,0,7,No,Low
2025-02-06,Monday,14,Cardiology,15,13,28,No,Medium
2025-02-07,Thursday,15,Surgery,10,17,34,Yes,Medium
2025-02-07,Friday,5,Emergency,11,25,48,Yes,High
2025-01-16,Saturday,19,Pediatrics,15,11,19,Yes,Medium
2025-10-09,Friday,11,Surgery,8,10,26,Yes,Medium
2025-03-28,Thursday,9,Emergency,8,38,76,Yes,High
2025-03-09,Tuesday,23,Pediatrics,5,20,38,No,High
2025-06-11,Friday,1,Emergency,3,25,44,Yes,High
2025-05-31,Sunday,6,Pediatrics,3,16,26,Yes,Medium
2025-01-11,Monday,22,Radiology,9,18,34,Yes,Medium
2025-09-14,Wednesday,21,Pediatrics,5,20,40,No,High
2025-06-09,Sunday,7,Surgery,14,0,11,No,Low
2025-02-09,Thursday,8,Cardiology,8,20,41,No,High
2025-07-26,Saturday,7,Pediatrics,6,10,25,No,Medium
2025-03-12,Sunday,3,Pediatrics,11,2,10,No,Low
2025-02-20,Thursday,21,Radiology,15,10,23,Yes,Medium
2025-03-17,Tuesday,19,Radiology,11,11,26,Yes,Medium
2025-06-08,Saturday,0,Surgery,4,8,26,No,Low
2025-07-26,Sunday,5,Cardiology,13,9,26,No,Low
2025-06-12,Friday,23,Surgery,9,19,34,Yes,Medium
2025-08-28,Tuesday,4,Cardiology,9,18,38,No,Medium
2025-03-25,Friday,6,Surgery,15,7,25,Yes,Low
2025-02-02,Friday,18,Pediatrics,11,25,53,Yes,High
2025-07-07,Wednesday,2,Emergency,12,11,25,No,Medium
2025-06-15,Saturday,22,Pediatrics,11,23,36,No,High
2025-04-04,Sunday,13,Pediatrics,6,19,46,Yes,Medium
2025-04-30,Friday,5,Emergency,3,19,27,No,Medium
2025-09-14,Thursday,9,Pediatrics,10,21,32,Yes,High
2025-04-16,Tuesday,11,Pediatrics,14,8,22,Yes,Low
2025-09-04,Saturday,4,Pediatrics,5,17,35,Yes,Medium
2025-04-13,Monday,20,Surgery,14,18,42,Yes,Medium
2025-07-13,Wednesday,2,Surgery,13,7,22,Yes,Low
2025-01-10,Tuesday,8,Emergency,14,32,58,Yes,High
2025-03-05,Friday,13,Pediatrics,8,17,33,Yes,Medium
2025-06-06,Monday,21,Cardiology,7,26,46,Yes,High
2025-10-02,Monday,8,Pediatrics,11,14,29,No,Medium
2025-01-08,Thursday,22,Radiology,12,22,36,Yes,High
2025-06-20,Monday,10,Emergency,10,22,43,Yes,High
2025-01-26,Friday,6,Cardiology,13,17,30,No,Medium
2025-06-02,Saturday,8,Emergency,15,32,54,Yes,High
2025-02-12,Wednesday,4,Pediatrics,5,7,10,Yes,Low
2025-05-13,Thursday,12,Cardiology,13,18,33,Yes,Medium
2025-08-31,Wednesday,13,Cardiology,13,18,34,Yes,Medium
2025-07-17,Friday,19,Emergency,11,29,57,Yes,High
2025-07-02,Wednesday,20,Cardiology,8,21,31,Yes,High
2025-08-07,Tuesday,2,Surgery,10,5,17,No,Low
2025-09-27,Tuesday,19,Cardiology,12,15,29,Yes,Medium
2025-01-25,Friday,13,Pediatrics,12,9,25,No,Low
2025-05-04,Sunday,3,Surgery,5,2,11,No,Low
2025-06-11,Sunday,2,Surgery,4,17,26,Yes,Medium
2025-03-15,Thursday,10,Emergency,12,25,42,Yes,High
2025-09-23,Sunday,23,Surgery,9,14,26,Yes,Medium
2025-09-22,Monday,14,Surgery,12,22,45,Yes,High
2025-06-25,Friday,3,Surgery,12,0,5,No,Low
2025-08-16,Wednesday,4,Cardiology,13,18,33,No,Medium
2025-09-04,Friday,14,Pediatrics,15,16,34,No,Medium
2025-05-26,Sunday,4,Pediatrics,8,15,35,No,Medium
2025-05-02,Saturday,5,Cardiology,5,11,18,No,Medium
2025-07-14,Saturday,14,Radiology,13,10,17,Yes,Medium
2025-03-21,Monday,17,Radiology,11,7,23,Yes,Low
2025-07-29,Friday,18,Surgery,6,23,43,Yes,High
2025-08-24,Wednesday,15,Radiology,15,14,32,Yes,Medium
2025-09-23,Friday,9,Surgery,15,14,38,Yes,Medium
2025-02-03,Friday,1,Pediatrics,10,13,20,No,Medium
2025-08-28,Friday,19,Pediatrics,3,9,21,No,Low
2025-05-06,Sunday,0,Radiology,14,11,27,No,Medium
2025-01-02,Saturday,7,Cardiology,14,19,44,Yes,Medium
2025-08-06,Wednesday,5,Surgery,10,14,31,Yes,Medium
2025-10-04,Friday,20,Emergency,6,35,68,Yes,High
2025-09-20,Friday,11,Cardiology,4,16,37,No,Medium
2025-10-05,Saturday,22,Cardiology,5,15,32,No,Medium
2025-01-03,Tuesday,22,Emergency,10,37,64,Yes,High
2025-05-17,Saturday,20,Cardiology,10,24,56,No,High
2025-09-25,Tuesday,11,Radiology,3,14,33,Yes,Medium
2025-02-05,Friday,2,Emergency,8,30,52,Yes,High
2025-09-27,Monday,20,Emergency,8,33,58,Yes,High
2025-06-27,Tuesday,22,Pediatrics,13,25,48,No,High
2025-08-01,Tuesday,9,Emergency,6,41,74,Yes,High
2025-06-05,Tuesday,19,Radiology,11,20,40,Yes,High
2025-04-23,Friday,6,Emergency,4,19,43,No,Medium
2025-09-26,Friday,20,Surgery,12,7,17,Yes,Low
2025-05-21,Sunday,20,Pediatrics,6,17,37,No,Medium
2025-04-16,Monday,2,Emergency,9,21,31,Yes,High
2025-09-16,Tuesday,10,Surgery,15,15,38,No,Medium
2025-01-11,Wednesday,7,Pediatrics,4,16,28,Yes,Medium
2025-04-05,Sunday,15,Cardiology,3,16,29,Yes,Medium
2025-07-25,Wednesday,23,Cardiology,9,14,29,Yes,Medium
2025-05-17,Sunday,1,Radiology,5,7,24,Yes,Low
2025-02-27,Monday,20,Cardiology,14,13,32,No,Medium
2025-06-04,Tuesday,4,Emergency,9,38,66,Yes,High
2025-02-08,Thursday,6,Pediatrics,9,20,46,No,High
2025-06-30,Saturday,22,Cardiology,15,24,42,Yes,High
2025-05-18,Sunday,1,Pediatrics,12,0,5,No,Low
2025-08-05,Tuesday,16,Cardiology,3,21,50,Yes,High
2025-03-11,Monday,23,Surgery,7,24,56,Yes,High
2025-07-28,Thursday,6,Cardiology,6,19,41,Yes,Medium
2025-07-02,Saturday,5,Pediatrics,15,11,27,Yes,Medium
2025-06-06,Saturday,3,Radiology,9,2,16,No,Low
2025-10-13,Sunday,0,Cardiology,14,14,25,No,Medium
2025-04-03,Wednesday,23,Emergency,11,42,74,Yes,High
2025-02-09,Friday,23,Radiology,3,18,39,No,Medium
2025-04-24,Thursday,3,Pediatrics,12,5,13,No,Low
2025-05-21,Sunday,14,Pediatrics,9,15,36,Yes,Medium
2025-07-18,Wednesday,14,Pediatrics,3,19,34,Yes,Medium
2025-07-07,Friday,12,Surgery,7,6,22,No,Low
2025-03-21,Monday,18,Pediatrics,3,15,29,No,Medium
2025-02-05,Saturday,4,Cardiology,9,16,29,No,Medium
2025-06-25,Wednesday,10,Emergency,7,28,51,Yes,High
2025-01-08,Sunday,1,Pediatrics,3,2,11,No,Low
2025-08-02,Wednesday,16,Pediatrics,11,7,25,No,Low
2025-07-06,Thursday,4,Cardiology,4,14,33,Yes,Medium
2025-10-12,Monday,6,Surgery,3,4,10,Yes,Low
2025-06-10,Tuesday,4,Surgery,12,5,18,No,Low
2025-04-18,Thursday,10,Cardiology,8,22,39,Yes,High
2025-04-15,Friday,15,Radiology,13,11,23,No,Medium
2025-02-08,Saturday,16,Cardiology,13,10,26,No,Medium
2025-04-20,Tuesday,21,Cardiology,4,31,55,No,High
2025-07-20,Saturday,11,Emergency,8,38,67,Yes,High
2025-04-17,Thursday,11,Cardiology,3,6,17,Yes,Low
2025-06-02,Wednesday,23,Pediatrics,11,17,35,No,Medium
2025-01-15,Friday,13,Radiology,9,10,34,Yes,Medium
2025-05-12,Saturday,14,Cardiology,5,18,45,No,Medium
2025-08-05,Wednesday,3,Pediatrics,14,11,26,Yes,Medium
2025-06-04,Monday,2,Radiology,14,0,5,Yes,Low
2025-05-21,Saturday,0,Pediatrics,12,0,5,No,Low
2025-04-03,Friday,10,Cardiology,5,10,14,No,Medium
2025-04-21,Wednesday,6,Surgery,12,14,39,No,Medium
2025-08-19,Thursday,15,Pediatrics,6,23,45,Yes,High
2025-01-22,Friday,23,Cardiology,14,25,48,No,High
2025-07-16,Friday,2,Radiology,4,7,22,No,Low
2025-05-05,Thursday,15,Surgery,11,9,26,Yes,Low
2025-08-09,Thursday,23,Pediatrics,13,24,51,Yes,High
2025-06-02,Saturday,16,Pediatrics,3,23,44,Yes,High
2025-01-24,Monday,12,Surgery,12,13,24,No,Medium
2025-07-13,Friday,10,Emergency,10,34,65,Yes,High
2025-08-11,Tuesday,14,Surgery,13,17,44,Yes,Medium
2025-07-13,Tuesday,19,Emergency,5,34,58,Yes,High
2025-05-18,Sunday,14,Cardiology,3,15,31,Yes,Medium
2025-05-27,Tuesday,1,Pediatrics,15,3,5,No,Low
2025-05-12,Tuesday,1,Surgery,4,6,8,No,Low
2025-06-24,Thursday,10,Surgery,14,16,27,No,Medium
2025-04-05,Friday,1,Surgery,4,3,25,No,Low
2025-07-09,Saturday,8,Surgery,7,16,34,Yes,Medium
2025-05-11,Wednesday,4,Radiology,15,17,32,Yes,Medium
2025-04-04,Saturday,6,Surgery,14,5,23,No,Low
2025-08-25,Sunday,14,Emergency,11,36,60,Yes,High
2025-01-08,Friday,13,Surgery,6,13,23,No,Medium
2025-09-26,Sunday,7,Pediatrics,15,11,32,Yes,Medium
2025-03-28,Friday,21,Radiology,10,13,18,Yes,Medium
2025-03-12,Sunday,20,Surgery,10,26,54,Yes,High
2025-07-27,Friday,3,Cardiology,5,17,26,No,Medium
2025-03-05,Saturday,14,Surgery,9,18,41,Yes,Medium
2025-02-06,Sunday,12,Surgery,6,11,22,Yes,Medium
2025-07-15,Saturday,4,Surgery,3,0,6,No,Low
2025-07-23,Tuesday,8,Cardiology,12,5,25,Yes,Low
2025-07-07,Wednesday,23,Cardiology,14,24,38,No,High
2025-02-05,Thursday,0,Pediatrics,3,0,5,No,Low
2025-07-28,Saturday,22,Emergency,13,31,58,Yes,High
2025-02-12,Friday,4,Pediatrics,8,16,21,Yes,Medium
2025-06-04,Wednesday,16,Emergency,12,25,39,Yes,High
2025-06-20,Sunday,5,Cardiology,3,13,23,No,Medium
2025-09-26,Thursday,5,Cardiology,14,11,30,No,Medium
2025-05-17,Thursday,17,Cardiology,4,8,27,Yes,Low
2025-02-21,Monday,2,Surgery,15,9,21,Yes,Low
